product_id,product_class_id,brand_name,product_name,price
1000,6,Even Better,Even Better Blueberry Yogurt,2.6900
1002,91,American,American Pimento Loaf,2.7600
1004,91,American,American Low Fat Bologna,2.8700
1006,81,American,American Foot-Long Hot Dogs,2.1400
1008,16,American,American Cole Slaw,0.8900
1010,8,American,American Corned Beef,2.6500
1012,8,American,American Sliced Ham,2.7600
1014,8,American,American Sliced Chicken,0.5900
1016,66,National,National Large Brown Eggs,1.1700
1018,66,National,National Large Eggs,0.9300
1020,34,PigTail,PigTail Low Fat Waffles,0.5100
1022,100,PigTail,PigTail Frozen Chicken Breast,1.5100
1024,63,PigTail,PigTail Low Fat French Fries,3.9500
1026,34,PigTail,PigTail Blueberry Waffles,2.1300
1028,34,PigTail,PigTail Waffles,2.2400
1030,64,PigTail,PigTail Frozen Cheese Pizza,2.6400
1032,34,PigTail,PigTail Apple Cinnamon Waffles,0.5500
1034,10,PigTail,PigTail Turkey TV Dinner,2.9100
1036,10,PigTail,PigTail Beef TV Dinner,2.1400
1038,110,PigTail,PigTail Grape Popsicles,0.7400
1040,110,PigTail,PigTail Lime Popsicles,1.3200
1042,9,PigTail,PigTail Ice Cream Sandwich,1.1500
1044,60,PigTail,PigTail Frozen Broccoli,1.2700
1046,60,PigTail,PigTail Frozen Peas,1.6600
1048,100,PigTail,PigTail Frozen Chicken Thighs,2.2100
1050,110,PigTail,PigTail Lemon Popsicles,1.2800
1052,39,Bird Call,Bird Call Tartar Control Toothpaste,1.4000
1054,39,Bird Call,Bird Call Toothpaste,1.4800
1056,79,Bird Call,Bird Call Conditioning Shampoo,2.9300
1058,88,Bird Call,Bird Call Angled Toothbrush,2.7600
1060,70,Bird Call,Bird Call Childrens Aspirin,2.8700
1062,71,Bird Call,Bird Call 200 MG Ibuprofen,2.3800
1064,73,Bird Call,Bird Call HCL Nasal Spray,0.5400
1066,75,Bird Call,Bird Call Multi-Symptom Cold Remedy,2.8900
1068,74,Bird Call,Bird Call Laundry Detergent,2.1100
1070,80,High Quality,High Quality 60 Watt Lightbulb,3.5100
1072,56,High Quality,High Quality Plastic Spoons,1.9500
1074,101,High Quality,High Quality C-Size Batteries,3.1300
1076,101,High Quality,High Quality AAA-Size Batteries,3.2400
1078,55,High Quality,High Quality Paper Cups,1.6400
1080,22,High Quality,High Quality Toilet Bowl Cleaner,2.1900
1082,22,High Quality,High Quality Glass Cleaner,1.9100
1084,101,High Quality,High Quality AA-Size Batteries,1.3700
1086,18,High Quality,High Quality Paper Towels,2.5300
1088,18,High Quality,High Quality Scented Tissue,3.3200
1090,18,High Quality,High Quality Tissues,2.1500
1092,20,High Quality,High Quality Room Freshener,2.3800
1094,87,High Quality,High Quality Copper Cleaner,3.7700
1096,87,High Quality,High Quality Silver Cleaner,2.5600
1098,85,High Quality,High Quality Economy Toilet Brush,1.3900
1100,42,High Quality,High Quality Large Sponge,0.7200
1102,65,Genteel,Genteel Extra Lean Hamburger,1.9000
1104,104,Mighty Good,Mighty Good Monthly Sports Magazine,2.4500
1106,107,Mighty Good,Mighty Good Monthly Computer Magazine,1.5200
1108,106,Mighty Good,Mighty Good Monthly Fashion Magazine,1.6400
1110,61,Tri-State,Tri-State Corn on the Cob,2.8000
1112,61,Tri-State,Tri-State Sweet Peas,3.5800
1114,61,Tri-State,Tri-State Beets,3.4200
1116,61,Tri-State,Tri-State Onions,2.5300
1118,61,Tri-State,Tri-State Shitake Mushrooms,2.9300
1120,61,Tri-State,Tri-State Elephant Garlic,1.7100
1122,61,Tri-State,Tri-State Garlic,0.7400
1124,61,Tri-State,Tri-State Cauliflower,0.8100
1126,61,Tri-State,Tri-State Mushrooms,1.1600
1128,61,Tri-State,Tri-State Dried Mushrooms,2.6100
1130,61,Tri-State,Tri-State Squash,1.5500
1132,67,Tri-State,Tri-State Firm Tofu,1.6600
1134,99,Tri-State,Tri-State Macintosh Apples,1.8200
1136,99,Tri-State,Tri-State Red Delcious Apples,3.6100
1138,99,Tri-State,Tri-State Fancy Plums,2.4400
1140,99,Tri-State,Tri-State Peaches,2.5600
1142,99,Tri-State,Tri-State Mandarin Oranges,2.9500
1144,1,Tri-State,Tri-State Canned Peanuts,0.8500
1146,99,Tri-State,Tri-State Cantelope,2.5700
1148,99,Tri-State,Tri-State Fuji Apples,2.6900
1150,99,Tri-State,Tri-State Oranges,3.1900
1152,1,Tri-State,Tri-State Party Nuts,2.6300
1154,2,Dual City,Dual City Scallops,1.7000
1156,12,Horatio,Horatio BBQ Potato Chips,1.8200
1158,12,Horatio,Horatio Low Fat BBQ Chips,1.3200
1160,45,Horatio,Horatio Chocolate Chip Cookies,2.7600
1162,45,Horatio,Horatio Fudge Brownies,1.5900
1164,45,Horatio,Horatio Lemon Cookies,1.7100
1166,82,Horatio,Horatio Cheese Crackers,2.2100
1168,54,Horatio,Horatio No Salt Popcorn,3.8200
1170,83,Horatio,Horatio Salsa Dip,2.6500
1172,46,Horatio,Horatio Salted Pretzels,2.7700
1174,83,Horatio,Horatio Fondue Mix,2.2700
1176,17,Horatio,Horatio Beef Jerky,1.7100
1178,12,Horatio,Horatio Low Fat Chips,3.7800
1180,45,Horatio,Horatio Frosted Cookies,3.9000
1182,109,Horatio,Horatio Apple Fruit Roll,1.4000
1184,109,Horatio,Horatio Raspberry Fruit Roll,2.8400
1186,109,Horatio,Horatio Dried Dates,1.6800
1188,109,Horatio,Horatio Golden Raisins,1.7900
1190,84,Horatio,Horatio Frosted Donuts,1.3000
1192,36,Musial,Musial Mint Chocolate Bar,0.9800
1194,36,Musial,Musial Semi-Sweet Chocolate Bar,2.8100
1196,38,Musial,Musial Spicy Mints,2.9200
1198,36,Musial,Musial White Chocolate Bar,3.4300
1200,5,Colossal,Colossal Manicotti,1.8700
1202,57,Colossal,Colossal Thai Rice,3.9400
1204,43,Portsmouth,Portsmouth Imported Beer,2.1600
1206,44,Portsmouth,Portsmouth Chardonnay Wine,3.4300
1208,44,Portsmouth,Portsmouth Merlot Wine,2.8700
1210,44,Portsmouth,Portsmouth White Zinfandel Wine,1.7000
1212,27,Sphinx,Sphinx Pumpernickel Bread,0.5300
1214,27,Sphinx,Sphinx Rye Bread,1.3200
1216,26,Sphinx,Sphinx Cranberry Muffins,2.1100
1218,25,Sphinx,Sphinx Bagels,1.8300
1220,27,Sphinx,Sphinx Wheat Bread,1.9500
1222,53,Plato,Plato Chunky Peanut Butter,2.4500
1224,50,Plato,Plato Brown Sugar,1.2400
1226,90,Plato,Plato French Roast Coffee,2.9600
1228,90,Plato,Plato Regular Coffee,2.1900
1230,49,Plato,Plato Corn Oil,0.7700
1232,49,Plato,Plato Canola Oil,1.1300
1234,90,Plato,Plato Columbian Coffee,0.5600
1236,4,Plato,Plato Pepper,3.3200
1238,4,Plato,Plato Salt,1.4700
1240,4,Plato,Plato Oregano,2.2600
1242,32,Plato,Plato Grape Jam,1.9800
1244,32,Plato,Plato Strawberry Jam,1.2100
1246,33,Plato,Plato Strawberry Preserves,1.5400
1248,33,Plato,Plato Apple Preserves,3.3300
1250,30,Skinner,Skinner Berry Juice,2.1600
1252,52,Skinner,Skinner Strawberry Drink,2.2800
1254,19,Skinner,Skinner Diet Soda,3.6700
1256,19,Skinner,Skinner Diet Cola,1.2200
1258,30,Skinner,Skinner Cranberry Juice,0.6100
1260,52,Skinner,Skinner Apple Drink,0.6700
1262,35,Johnson,Johnson Corn Puffs,0.7600
1264,35,Johnson,Johnson Grits,2.3500
1266,62,Pleasant,Pleasant Creamed Corn,1.1800
1268,58,Pleasant,Pleasant Chicken Soup,1.3000
1270,58,Pleasant,Pleasant Vegetable Soup,2.6900
1272,58,Pleasant,Pleasant Noodle Soup,2.4800
1274,58,Pleasant,Pleasant Chicken Noodle Soup,1.3100
1276,58,Pleasant,Pleasant Beef Soup,1.4300
