product_id,product_class_id,brand_name,product_name,price
2,52,Washington,Washington Mango Drink,0.7400
4,19,Washington,Washington Cream Soda,3.6400
6,19,Washington,Washington Cola,1.1500
8,30,Washington,Washington Orange Juice,2.5900
10,30,Washington,Washington Apple Juice,1.4200
12,35,Jeffers,Jeffers Oatmeal,1.5400
14,35,Jeffers,Jeffers Wheat Puffs,1.9300
16,62,Blue Label,Blue Label Canned Beets,3.8300
18,62,Blue Label,Blue Label Canned String Beans,2.6700
20,62,Blue Label,Blue Label Canned Yams,2.7800
22,62,Blue Label,Blue Label Canned Tomatos,2.2900
24,58,Blue Label,Blue Label Regular Ramen Soup,1.7300
26,58,Blue Label,Blue Label Turkey Noodle Soup,0.8800
28,62,Blue Label,Blue Label Canned Peas,3.9100
30,93,Blue Label,Blue Label Canned Tuna in Water,1.4100
32,94,Blue Label,Blue Label Large Canned Shrimp,2.8600
34,96,Blue Label,Blue Label Fancy Canned Clams,1.6900
36,98,Blue Label,Blue Label Fancy Canned Sardines,1.8000
38,3,Green Ribbon,Green Ribbon Canned Mixed Fruit,1.3100
40,89,King,King Rosy Sunglasses,0.9900
42,102,Queen,Queen City Map,2.8200
44,14,Club,Club Low Fat Sour Cream,2.9300
46,11,Club,Club Jack Cheese,3.4400
48,11,Club,Club String Cheese,1.8800
50,11,Club,Club Havarti Cheese,3.9500
52,11,Club,Club Cheese Spread,2.1700
54,11,Club,Club Mild Cheddar Cheese,2.9300
56,76,Club,Club 2% Milk,0.7100
58,76,Club,Club Chocolate Milk,2.3100
60,76,Club,Club Whole Milk,2.6600
62,6,Club,Club Blueberry Yogurt,3.8200
64,91,Red Spade,Red Spade Pimento Loaf,1.6100
66,91,Red Spade,Red Spade Low Fat Bologna,3.4400
68,81,Red Spade,Red Spade Foot-Long Hot Dogs,3.5600
70,16,Red Spade,Red Spade Cole Slaw,0.9700
72,8,Red Spade,Red Spade Corned Beef,2.7400
74,8,Red Spade,Red Spade Sliced Ham,1.5700
76,8,Red Spade,Red Spade Sliced Chicken,1.6900
78,66,Blue Medal,Blue Medal Large Brown Eggs,2.1900
80,66,Blue Medal,Blue Medal Large Eggs,3.6300
82,34,Golden,Golden Low Fat Waffles,2.7000
84,100,Golden,Golden Frozen Chicken Breast,2.8100
86,63,Golden,Golden Low Fat French Fries,2.9700
88,34,Golden,Golden Blueberry Waffles,0.8600
90,34,Golden,Golden Waffles,0.7700
92,64,Golden,Golden Frozen Cheese Pizza,0.8300
94,34,Golden,Golden Apple Cinnamon Waffles,0.6200
96,10,Golden,Golden Turkey TV Dinner,2.1100
98,10,Golden,Golden Beef TV Dinner,1.8300
100,110,Golden,Golden Grape Popsicles,1.9500
102,110,Golden,Golden Lime Popsicles,2.4500
104,9,Golden,Golden Ice Cream Sandwich,3.8900
106,60,Golden,Golden Frozen Broccoli,2.9600
108,60,Golden,Golden Frozen Peas,2.1900
110,100,Golden,Golden Frozen Chicken Thighs,2.3500
112,110,Golden,Golden Lemon Popsicles,1.1300
114,39,Faux Products,Faux Products Tartar Control Toothpaste,0.9200
116,39,Faux Products,Faux Products Toothpaste,3.9700
118,79,Faux Products,Faux Products Conditioning Shampoo,1.4800
120,88,Faux Products,Faux Products Angled Toothbrush,2.2600
122,70,Faux Products,Faux Products Childrens Aspirin,1.9900
124,71,Faux Products,Faux Products 200 MG Ibuprofen,1.2100
126,73,Faux Products,Faux Products HCL Nasal Spray,1.6100
128,75,Faux Products,Faux Products Multi-Symptom Cold Remedy,0.5300
130,74,Faux Products,Faux Products Laundry Detergent,2.2300
132,80,Denny,Denny 60 Watt Lightbulb,1.9200
134,56,Denny,Denny Plastic Spoons,2.4300
136,101,Denny,Denny C-Size Batteries,3.8700
138,101,Denny,Denny AAA-Size Batteries,2.7000
140,55,Denny,Denny Paper Cups,1.8200
142,22,Denny,Denny Toilet Bowl Cleaner,2.3200
144,22,Denny,Denny Glass Cleaner,0.5100
146,101,Denny,Denny AA-Size Batteries,3.8300
148,18,Denny,Denny Paper Towels,3.9500
150,18,Denny,Denny Scented Tissue,3.4500
152,18,Denny,Denny Tissues,2.8900
154,20,Denny,Denny Room Freshener,1.9600
156,87,Denny,Denny Copper Cleaner,0.5500
158,87,Denny,Denny Silver Cleaner,1.5800
160,85,Denny,Denny Economy Toilet Brush,2.1300
162,42,Denny,Denny Large Sponge,2.8500
164,65,Ship Shape,Ship Shape Extra Lean Hamburger,2.9700
166,104,Robust,Robust Monthly Sports Magazine,2.4700
168,107,Robust,Robust Monthly Computer Magazine,1.2600
170,106,Robust,Robust Monthly Fashion Magazine,3.2000
172,61,High Top,High Top Corn on the Cob,3.3200
174,61,High Top,High Top Sweet Peas,1.7100
176,61,High Top,High Top Beets,2.2700
178,61,High Top,High Top Onions,1.3300
180,61,High Top,High Top Shitake Mushrooms,0.6900
182,61,High Top,High Top Elephant Garlic,1.8400
184,61,High Top,High Top Garlic,3.4000
186,61,High Top,High Top Cauliflower,2.2300
188,61,High Top,High Top Mushrooms,2.5800
190,61,High Top,High Top Dried Mushrooms,3.7400
192,61,High Top,High Top Squash,1.5200
194,67,High Top,High Top Firm Tofu,3.3600
196,99,High Top,High Top Macintosh Apples,2.4700
198,99,High Top,High Top Red Delcious Apples,0.9200
